time	valores	x	y	optional
6	40	-9.87472221	-45.34638888	TRUE
7	42	-9.87472221	-45.34638888	TRUE
8	39	-9.87472221	-45.34638888	TRUE
9	40	-9.87472221	-45.34638888	TRUE
10	39	-9.87472221	-45.34638888	TRUE
11	43	-9.87472221	-45.34638888	TRUE
12	43	-9.87472221	-45.34638888	TRUE
13	40	-9.87472221	-45.34638888	TRUE
14	35	-9.87472221	-45.34638888	TRUE
15	30	-9.87472221	-45.34638888	TRUE
16	27	-9.87472221	-45.34638888	TRUE
17	24	-9.87472221	-45.34638888	TRUE
18	21	-9.87472221	-45.34638888	TRUE
19	20	-9.87472221	-45.34638888	TRUE
20	21	-9.87472221	-45.34638888	TRUE
21	18	-9.87472221	-45.34638888	TRUE
22	21	-9.87472221	-45.34638888	TRUE
23	25	-9.87472221	-45.34638888	TRUE
24	23	-9.87472221	-45.34638888	TRUE
1	70	-10.53722221	-38.99666666	TRUE
2	75	-10.53722221	-38.99666666	TRUE
3	78	-10.53722221	-38.99666666	TRUE
4	77	-10.53722221	-38.99666666	TRUE
5	82	-10.53722221	-38.99666666	TRUE
6	82	-10.53722221	-38.99666666	TRUE
7	84	-10.53722221	-38.99666666	TRUE
8	88	-10.53722221	-38.99666666	TRUE
9	91	-10.53722221	-38.99666666	TRUE
10	87	-10.53722221	-38.99666666	TRUE
11	72	-10.53722221	-38.99666666	TRUE
12	59	-10.53722221	-38.99666666	TRUE
13	49	-10.53722221	-38.99666666	TRUE
14	44	-10.53722221	-38.99666666	TRUE
15	38	-10.53722221	-38.99666666	TRUE
16	31	-10.53722221	-38.99666666	TRUE
17	31	-10.53722221	-38.99666666	TRUE
18	28	-10.53722221	-38.99666666	TRUE
19	30	-10.53722221	-38.99666666	TRUE
20	32	-10.53722221	-38.99666666	TRUE
21	36	-10.53722221	-38.99666666	TRUE
22	44	-10.53722221	-38.99666666	TRUE
23	56	-10.53722221	-38.99666666	TRUE
24	60	-10.53722221	-38.99666666	TRUE
1	55	-12.15222222	-45.82972221	TRUE
2	55	-12.15222222	-45.82972221	TRUE
3	53	-12.15222222	-45.82972221	TRUE
4	57	-12.15222222	-45.82972221	TRUE
5	54	-12.15222222	-45.82972221	TRUE
6	60	-12.15222222	-45.82972221	TRUE
7	60	-12.15222222	-45.82972221	TRUE
8	59	-12.15222222	-45.82972221	TRUE
9	62	-12.15222222	-45.82972221	TRUE
10	63	-12.15222222	-45.82972221	TRUE
11	55	-12.15222222	-45.82972221	TRUE
12	48	-12.15222222	-45.82972221	TRUE
13	41	-12.15222222	-45.82972221	TRUE
14	36	-12.15222222	-45.82972221	TRUE
15	33	-12.15222222	-45.82972221	TRUE
16	30	-12.15222222	-45.82972221	TRUE
17	28	-12.15222222	-45.82972221	TRUE
18	26	-12.15222222	-45.82972221	TRUE
19	28	-12.15222222	-45.82972221	TRUE
20	27	-12.15222222	-45.82972221	TRUE
21	28	-12.15222222	-45.82972221	TRUE
22	32	-12.15222222	-45.82972221	TRUE
23	38	-12.15222222	-45.82972221	TRUE
24	39	-12.15222222	-45.82972221	TRUE
1	62	-4.32055554	-46.44972221	TRUE
2	66	-4.32055554	-46.44972221	TRUE
3	69	-4.32055554	-46.44972221	TRUE
4	70	-4.32055554	-46.44972221	TRUE
5	73	-4.32055554	-46.44972221	TRUE
6	74	-4.32055554	-46.44972221	TRUE
7	78	-4.32055554	-46.44972221	TRUE
8	79	-4.32055554	-46.44972221	TRUE
9	80	-4.32055554	-46.44972221	TRUE
10	82	-4.32055554	-46.44972221	TRUE
11	81	-4.32055554	-46.44972221	TRUE
12	71	-4.32055554	-46.44972221	TRUE
13	64	-4.32055554	-46.44972221	TRUE
14	61	-4.32055554	-46.44972221	TRUE
15	56	-4.32055554	-46.44972221	TRUE
16	53	-4.32055554	-46.44972221	TRUE
17	48	-4.32055554	-46.44972221	TRUE
18	42	-4.32055554	-46.44972221	TRUE
19	37	-4.32055554	-46.44972221	TRUE
20	36	-4.32055554	-46.44972221	TRUE
21	38	-4.32055554	-46.44972221	TRUE
22	43	-4.32055554	-46.44972221	TRUE
23	47	-4.32055554	-46.44972221	TRUE
24	47	-4.32055554	-46.44972221	TRUE
1	-9999	-7.16583333	-34.81527777	TRUE
2	-9999	-7.16583333	-34.81527777	TRUE
3	-9999	-7.16583333	-34.81527777	TRUE
4	-9999	-7.16583333	-34.81527777	TRUE
5	-9999	-7.16583333	-34.81527777	TRUE
6	-9999	-7.16583333	-34.81527777	TRUE
7	-9999	-7.16583333	-34.81527777	TRUE
8	-9999	-7.16583333	-34.81527777	TRUE
9	-9999	-7.16583333	-34.81527777	TRUE
10	-9999	-7.16583333	-34.81527777	TRUE
11	-9999	-7.16583333	-34.81527777	TRUE
12	-9999	-7.16583333	-34.81527777	TRUE
13	-9999	-7.16583333	-34.81527777	TRUE
14	-9999	-7.16583333	-34.81527777	TRUE
15	-9999	-7.16583333	-34.81527777	TRUE
16	-9999	-7.16583333	-34.81527777	TRUE
17	-9999	-7.16583333	-34.81527777	TRUE
18	-9999	-7.16583333	-34.81527777	TRUE
19	-9999	-7.16583333	-34.81527777	TRUE
20	-9999	-7.16583333	-34.81527777	TRUE
21	-9999	-7.16583333	-34.81527777	TRUE
22	-9999	-7.16583333	-34.81527777	TRUE
23	-9999	-7.16583333	-34.81527777	TRUE
24	-9999	-7.16583333	-34.81527777	TRUE
1	86	-9.28749999	-35.56583333	TRUE
2	89	-9.28749999	-35.56583333	TRUE
3	91	-9.28749999	-35.56583333	TRUE
4	93	-9.28749999	-35.56583333	TRUE
5	94	-9.28749999	-35.56583333	TRUE
6	94	-9.28749999	-35.56583333	TRUE
7	95	-9.28749999	-35.56583333	TRUE
8	95	-9.28749999	-35.56583333	TRUE
9	95	-9.28749999	-35.56583333	TRUE
10	96	-9.28749999	-35.56583333	TRUE
11	71	-9.28749999	-35.56583333	TRUE
12	62	-9.28749999	-35.56583333	TRUE
13	62	-9.28749999	-35.56583333	TRUE
14	60	-9.28749999	-35.56583333	TRUE
15	59	-9.28749999	-35.56583333	TRUE
16	58	-9.28749999	-35.56583333	TRUE
17	64	-9.28749999	-35.56583333	TRUE
18	64	-9.28749999	-35.56583333	TRUE
19	64	-9.28749999	-35.56583333	TRUE
20	69	-9.28749999	-35.56583333	TRUE
21	72	-9.28749999	-35.56583333	TRUE
22	77	-9.28749999	-35.56583333	TRUE
23	79	-9.28749999	-35.56583333	TRUE
24	83	-9.28749999	-35.56583333	TRUE
1	64	-12.15	-45.01666666	TRUE
2	67	-12.15	-45.01666666	TRUE
3	67	-12.15	-45.01666666	TRUE
4	66	-12.15	-45.01666666	TRUE
5	66	-12.15	-45.01666666	TRUE
6	62	-12.15	-45.01666666	TRUE
7	62	-12.15	-45.01666666	TRUE
8	63	-12.15	-45.01666666	TRUE
9	64	-12.15	-45.01666666	TRUE
10	67	-12.15	-45.01666666	TRUE
11	66	-12.15	-45.01666666	TRUE
12	62	-12.15	-45.01666666	TRUE
13	61	-12.15	-45.01666666	TRUE
14	63	-12.15	-45.01666666	TRUE
15	62	-12.15	-45.01666666	TRUE
16	63	-12.15	-45.01666666	TRUE
17	62	-12.15	-45.01666666	TRUE
18	59	-12.15	-45.01666666	TRUE
19	63	-12.15	-45.01666666	TRUE
20	68	-12.15	-45.01666666	TRUE
21	65	-12.15	-45.01666666	TRUE
22	68	-12.15	-45.01666666	TRUE
23	63	-12.15	-45.01666666	TRUE
24	59	-12.15	-45.01666666	TRUE
1	-9999	-2.59249999	-42.70722222	TRUE
2	-9999	-2.59249999	-42.70722222	TRUE
3	-9999	-2.59249999	-42.70722222	TRUE
4	-9999	-2.59249999	-42.70722222	TRUE
5	-9999	-2.59249999	-42.70722222	TRUE
6	-9999	-2.59249999	-42.70722222	TRUE
7	-9999	-2.59249999	-42.70722222	TRUE
8	-9999	-2.59249999	-42.70722222	TRUE
9	-9999	-2.59249999	-42.70722222	TRUE
10	-9999	-2.59249999	-42.70722222	TRUE
11	-9999	-2.59249999	-42.70722222	TRUE
12	-9999	-2.59249999	-42.70722222	TRUE
13	-9999	-2.59249999	-42.70722222	TRUE
14	-9999	-2.59249999	-42.70722222	TRUE
15	-9999	-2.59249999	-42.70722222	TRUE
16	-9999	-2.59249999	-42.70722222	TRUE
17	-9999	-2.59249999	-42.70722222	TRUE
18	-9999	-2.59249999	-42.70722222	TRUE
19	-9999	-2.59249999	-42.70722222	TRUE
20	-9999	-2.59249999	-42.70722222	TRUE
21	-9999	-2.59249999	-42.70722222	TRUE
22	-9999	-2.59249999	-42.70722222	TRUE
23	-9999	-2.59249999	-42.70722222	TRUE
24	-9999	-2.59249999	-42.70722222	TRUE
1	75	-9.55111111	-35.77027777	TRUE
2	74	-9.55111111	-35.77027777	TRUE
3	75	-9.55111111	-35.77027777	TRUE
4	76	-9.55111111	-35.77027777	TRUE
5	76	-9.55111111	-35.77027777	TRUE
6	76	-9.55111111	-35.77027777	TRUE
7	76	-9.55111111	-35.77027777	TRUE
8	75	-9.55111111	-35.77027777	TRUE
9	73	-9.55111111	-35.77027777	TRUE
10	68	-9.55111111	-35.77027777	TRUE
11	66	-9.55111111	-35.77027777	TRUE
12	61	-9.55111111	-35.77027777	TRUE
13	61	-9.55111111	-35.77027777	TRUE
14	63	-9.55111111	-35.77027777	TRUE
15	56	-9.55111111	-35.77027777	TRUE
16	56	-9.55111111	-35.77027777	TRUE
17	62	-9.55111111	-35.77027777	TRUE
18	61	-9.55111111	-35.77027777	TRUE
19	67	-9.55111111	-35.77027777	TRUE
20	74	-9.55111111	-35.77027777	TRUE
21	77	-9.55111111	-35.77027777	TRUE
22	75	-9.55111111	-35.77027777	TRUE
23	76	-9.55111111	-35.77027777	TRUE
24	77	-9.55111111	-35.77027777	TRUE
1	76	-13.01666666	-38.51666666	TRUE
2	78	-13.01666666	-38.51666666	TRUE
3	79	-13.01666666	-38.51666666	TRUE
4	80	-13.01666666	-38.51666666	TRUE
5	81	-13.01666666	-38.51666666	TRUE
6	79	-13.01666666	-38.51666666	TRUE
7	80	-13.01666666	-38.51666666	TRUE
8	79	-13.01666666	-38.51666666	TRUE
9	80	-13.01666666	-38.51666666	TRUE
10	78	-13.01666666	-38.51666666	TRUE
11	72	-13.01666666	-38.51666666	TRUE
12	69	-13.01666666	-38.51666666	TRUE
13	65	-13.01666666	-38.51666666	TRUE
14	64	-13.01666666	-38.51666666	TRUE
15	63	-13.01666666	-38.51666666	TRUE
16	62	-13.01666666	-38.51666666	TRUE
17	59	-13.01666666	-38.51666666	TRUE
18	62	-13.01666666	-38.51666666	TRUE
19	64	-13.01666666	-38.51666666	TRUE
20	66	-13.01666666	-38.51666666	TRUE
21	71	-13.01666666	-38.51666666	TRUE
22	75	-13.01666666	-38.51666666	TRUE
23	75	-13.01666666	-38.51666666	TRUE
24	76	-13.01666666	-38.51666666	TRUE
1	85	-12.65	-39.15	TRUE
2	86	-12.65	-39.15	TRUE
3	90	-12.65	-39.15	TRUE
4	91	-12.65	-39.15	TRUE
5	92	-12.65	-39.15	TRUE
6	92	-12.65	-39.15	TRUE
7	94	-12.65	-39.15	TRUE
8	94	-12.65	-39.15	TRUE
9	94	-12.65	-39.15	TRUE
10	92	-12.65	-39.15	TRUE
11	88	-12.65	-39.15	TRUE
12	73	-12.65	-39.15	TRUE
13	65	-12.65	-39.15	TRUE
14	60	-12.65	-39.15	TRUE
15	56	-12.65	-39.15	TRUE
16	55	-12.65	-39.15	TRUE
17	52	-12.65	-39.15	TRUE
18	55	-12.65	-39.15	TRUE
19	55	-12.65	-39.15	TRUE
20	58	-12.65	-39.15	TRUE
21	66	-12.65	-39.15	TRUE
22	72	-12.65	-39.15	TRUE
23	77	-12.65	-39.15	TRUE
24	82	-12.65	-39.15	TRUE
1	27	-9.60277777	-42.10277777	TRUE
2	31	-9.60277777	-42.10277777	TRUE
3	33	-9.60277777	-42.10277777	TRUE
4	39	-9.60277777	-42.10277777	TRUE
5	49	-9.60277777	-42.10277777	TRUE
6	54	-9.60277777	-42.10277777	TRUE
7	57	-9.60277777	-42.10277777	TRUE
8	59	-9.60277777	-42.10277777	TRUE
9	57	-9.60277777	-42.10277777	TRUE
10	56	-9.60277777	-42.10277777	TRUE
11	53	-9.60277777	-42.10277777	TRUE
12	49	-9.60277777	-42.10277777	TRUE
13	43	-9.60277777	-42.10277777	TRUE
14	37	-9.60277777	-42.10277777	TRUE
15	32	-9.60277777	-42.10277777	TRUE
16	29	-9.60277777	-42.10277777	TRUE
17	25	-9.60277777	-42.10277777	TRUE
18	20	-9.60277777	-42.10277777	TRUE
19	17	-9.60277777	-42.10277777	TRUE
20	16	-9.60277777	-42.10277777	TRUE
21	18	-9.60277777	-42.10277777	TRUE
22	20	-9.60277777	-42.10277777	TRUE
23	23	-9.60277777	-42.10277777	TRUE
24	24	-9.60277777	-42.10277777	TRUE
1	58	-3.73166666	-40.34555555	TRUE
2	64	-3.73166666	-40.34555555	TRUE
3	68	-3.73166666	-40.34555555	TRUE
4	71	-3.73166666	-40.34555555	TRUE
5	74	-3.73166666	-40.34555555	TRUE
6	-9999	-3.73166666	-40.34555555	TRUE
7	-9999	-3.73166666	-40.34555555	TRUE
8	-9999	-3.73166666	-40.34555555	TRUE
9	-9999	-3.73166666	-40.34555555	TRUE
10	-9999	-3.73166666	-40.34555555	TRUE
11	-9999	-3.73166666	-40.34555555	TRUE
12	-9999	-3.73166666	-40.34555555	TRUE
13	45	-3.73166666	-40.34555555	TRUE
14	38	-3.73166666	-40.34555555	TRUE
15	33	-3.73166666	-40.34555555	TRUE
16	29	-3.73166666	-40.34555555	TRUE
17	27	-3.73166666	-40.34555555	TRUE
18	26	-3.73166666	-40.34555555	TRUE
19	25	-3.73166666	-40.34555555	TRUE
20	27	-3.73166666	-40.34555555	TRUE
21	28	-3.73166666	-40.34555555	TRUE
22	30	-3.73166666	-40.34555555	TRUE
23	48	-3.73166666	-40.34555555	TRUE
24	57	-3.73166666	-40.34555555	TRUE
1	67	-3.74277777	-43.35194444	TRUE
2	69	-3.74277777	-43.35194444	TRUE
3	70	-3.74277777	-43.35194444	TRUE
4	73	-3.74277777	-43.35194444	TRUE
5	75	-3.74277777	-43.35194444	TRUE
6	78	-3.74277777	-43.35194444	TRUE
7	81	-3.74277777	-43.35194444	TRUE
8	83	-3.74277777	-43.35194444	TRUE
9	85	-3.74277777	-43.35194444	TRUE
10	82	-3.74277777	-43.35194444	TRUE
11	72	-3.74277777	-43.35194444	TRUE
12	61	-3.74277777	-43.35194444	TRUE
13	48	-3.74277777	-43.35194444	TRUE
14	43	-3.74277777	-43.35194444	TRUE
15	38	-3.74277777	-43.35194444	TRUE
16	35	-3.74277777	-43.35194444	TRUE
17	31	-3.74277777	-43.35194444	TRUE
18	28	-3.74277777	-43.35194444	TRUE
19	27	-3.74277777	-43.35194444	TRUE
20	26	-3.74277777	-43.35194444	TRUE
21	27	-3.74277777	-43.35194444	TRUE
22	46	-3.74277777	-43.35194444	TRUE
23	55	-3.74277777	-43.35194444	TRUE
24	60	-3.74277777	-43.35194444	TRUE
1	77	-11.66444444	-39.02305554	TRUE
2	79	-11.66444444	-39.02305554	TRUE
3	82	-11.66444444	-39.02305554	TRUE
4	82	-11.66444444	-39.02305554	TRUE
5	84	-11.66444444	-39.02305554	TRUE
6	85	-11.66444444	-39.02305554	TRUE
7	87	-11.66444444	-39.02305554	TRUE
8	86	-11.66444444	-39.02305554	TRUE
9	85	-11.66444444	-39.02305554	TRUE
10	85	-11.66444444	-39.02305554	TRUE
11	74	-11.66444444	-39.02305554	TRUE
12	64	-11.66444444	-39.02305554	TRUE
13	57	-11.66444444	-39.02305554	TRUE
14	43	-11.66444444	-39.02305554	TRUE
15	42	-11.66444444	-39.02305554	TRUE
16	36	-11.66444444	-39.02305554	TRUE
17	35	-11.66444444	-39.02305554	TRUE
18	33	-11.66444444	-39.02305554	TRUE
19	32	-11.66444444	-39.02305554	TRUE
20	35	-11.66444444	-39.02305554	TRUE
21	50	-11.66444444	-39.02305554	TRUE
22	56	-11.66444444	-39.02305554	TRUE
23	64	-11.66444444	-39.02305554	TRUE
24	71	-11.66444444	-39.02305554	TRUE
1	53	-10.44305555	-40.14833333	TRUE
2	61	-10.44305555	-40.14833333	TRUE
3	65	-10.44305555	-40.14833333	TRUE
4	67	-10.44305555	-40.14833333	TRUE
5	70	-10.44305555	-40.14833333	TRUE
6	80	-10.44305555	-40.14833333	TRUE
7	79	-10.44305555	-40.14833333	TRUE
8	74	-10.44305555	-40.14833333	TRUE
9	77	-10.44305555	-40.14833333	TRUE
10	78	-10.44305555	-40.14833333	TRUE
11	71	-10.44305555	-40.14833333	TRUE
12	61	-10.44305555	-40.14833333	TRUE
13	53	-10.44305555	-40.14833333	TRUE
14	48	-10.44305555	-40.14833333	TRUE
15	41	-10.44305555	-40.14833333	TRUE
16	34	-10.44305555	-40.14833333	TRUE
17	30	-10.44305555	-40.14833333	TRUE
18	27	-10.44305555	-40.14833333	TRUE
19	27	-10.44305555	-40.14833333	TRUE
20	27	-10.44305555	-40.14833333	TRUE
21	27	-10.44305555	-40.14833333	TRUE
22	31	-10.44305555	-40.14833333	TRUE
23	36	-10.44305555	-40.14833333	TRUE
24	42	-10.44305555	-40.14833333	TRUE
1	35	-9.08333333	-44.31666666	TRUE
2	38	-9.08333333	-44.31666666	TRUE
3	35	-9.08333333	-44.31666666	TRUE
4	39	-9.08333333	-44.31666666	TRUE
5	42	-9.08333333	-44.31666666	TRUE
6	51	-9.08333333	-44.31666666	TRUE
7	66	-9.08333333	-44.31666666	TRUE
8	60	-9.08333333	-44.31666666	TRUE
9	54	-9.08333333	-44.31666666	TRUE
10	63	-9.08333333	-44.31666666	TRUE
11	45	-9.08333333	-44.31666666	TRUE
12	40	-9.08333333	-44.31666666	TRUE
13	34	-9.08333333	-44.31666666	TRUE
14	31	-9.08333333	-44.31666666	TRUE
15	27	-9.08333333	-44.31666666	TRUE
16	23	-9.08333333	-44.31666666	TRUE
17	18	-9.08333333	-44.31666666	TRUE
18	15	-9.08333333	-44.31666666	TRUE
19	15	-9.08333333	-44.31666666	TRUE
20	16	-9.08333333	-44.31666666	TRUE
21	14	-9.08333333	-44.31666666	TRUE
22	16	-9.08333333	-44.31666666	TRUE
23	21	-9.08333333	-44.31666666	TRUE
24	22	-9.08333333	-44.31666666	TRUE
1	69	-3.08638888	-41.78333333	TRUE
2	67	-3.08638888	-41.78333333	TRUE
3	68	-3.08638888	-41.78333333	TRUE
4	72	-3.08638888	-41.78333333	TRUE
5	75	-3.08638888	-41.78333333	TRUE
6	76	-3.08638888	-41.78333333	TRUE
7	80	-3.08638888	-41.78333333	TRUE
8	83	-3.08638888	-41.78333333	TRUE
9	84	-3.08638888	-41.78333333	TRUE
10	81	-3.08638888	-41.78333333	TRUE
11	74	-3.08638888	-41.78333333	TRUE
12	64	-3.08638888	-41.78333333	TRUE
13	51	-3.08638888	-41.78333333	TRUE
14	45	-3.08638888	-41.78333333	TRUE
15	40	-3.08638888	-41.78333333	TRUE
16	36	-3.08638888	-41.78333333	TRUE
17	44	-3.08638888	-41.78333333	TRUE
18	51	-3.08638888	-41.78333333	TRUE
19	52	-3.08638888	-41.78333333	TRUE
20	59	-3.08638888	-41.78333333	TRUE
21	60	-3.08638888	-41.78333333	TRUE
22	66	-3.08638888	-41.78333333	TRUE
23	67	-3.08638888	-41.78333333	TRUE
24	67	-3.08638888	-41.78333333	TRUE
1	79	-12.19583333	-38.96722221	TRUE
2	83	-12.19583333	-38.96722221	TRUE
3	86	-12.19583333	-38.96722221	TRUE
4	87	-12.19583333	-38.96722221	TRUE
5	89	-12.19583333	-38.96722221	TRUE
6	90	-12.19583333	-38.96722221	TRUE
7	91	-12.19583333	-38.96722221	TRUE
8	92	-12.19583333	-38.96722221	TRUE
9	-9999	-12.19583333	-38.96722221	TRUE
10	-9999	-12.19583333	-38.96722221	TRUE
11	83	-12.19583333	-38.96722221	TRUE
12	68	-12.19583333	-38.96722221	TRUE
13	52	-12.19583333	-38.96722221	TRUE
14	50	-12.19583333	-38.96722221	TRUE
15	45	-12.19583333	-38.96722221	TRUE
16	36	-12.19583333	-38.96722221	TRUE
17	38	-12.19583333	-38.96722221	TRUE
18	40	-12.19583333	-38.96722221	TRUE
19	38	-12.19583333	-38.96722221	TRUE
20	41	-12.19583333	-38.96722221	TRUE
21	46	-12.19583333	-38.96722221	TRUE
22	58	-12.19583333	-38.96722221	TRUE
23	64	-12.19583333	-38.96722221	TRUE
24	72	-12.19583333	-38.96722221	TRUE
1	31	-9.38805555	-40.48944444	TRUE
2	33	-9.38805555	-40.48944444	TRUE
3	45	-9.38805555	-40.48944444	TRUE
4	49	-9.38805555	-40.48944444	TRUE
5	55	-9.38805555	-40.48944444	TRUE
6	59	-9.38805555	-40.48944444	TRUE
7	61	-9.38805555	-40.48944444	TRUE
8	61	-9.38805555	-40.48944444	TRUE
9	62	-9.38805555	-40.48944444	TRUE
10	66	-9.38805555	-40.48944444	TRUE
11	63	-9.38805555	-40.48944444	TRUE
12	56	-9.38805555	-40.48944444	TRUE
13	48	-9.38805555	-40.48944444	TRUE
14	39	-9.38805555	-40.48944444	TRUE
15	36	-9.38805555	-40.48944444	TRUE
16	32	-9.38805555	-40.48944444	TRUE
17	27	-9.38805555	-40.48944444	TRUE
18	25	-9.38805555	-40.48944444	TRUE
19	23	-9.38805555	-40.48944444	TRUE
20	20	-9.38805555	-40.48944444	TRUE
21	22	-9.38805555	-40.48944444	TRUE
22	23	-9.38805555	-40.48944444	TRUE
23	26	-9.38805555	-40.48944444	TRUE
24	27	-9.38805555	-40.48944444	TRUE
1	40	-5.91111111	-42.7186111	TRUE
2	40	-5.91111111	-42.7186111	TRUE
3	37	-5.91111111	-42.7186111	TRUE
4	40	-5.91111111	-42.7186111	TRUE
5	42	-5.91111111	-42.7186111	TRUE
6	46	-5.91111111	-42.7186111	TRUE
7	46	-5.91111111	-42.7186111	TRUE
8	59	-5.91111111	-42.7186111	TRUE
9	64	-5.91111111	-42.7186111	TRUE
10	70	-5.91111111	-42.7186111	TRUE
11	63	-5.91111111	-42.7186111	TRUE
12	47	-5.91111111	-42.7186111	TRUE
13	39	-5.91111111	-42.7186111	TRUE
14	33	-5.91111111	-42.7186111	TRUE
15	31	-5.91111111	-42.7186111	TRUE
16	28	-5.91111111	-42.7186111	TRUE
17	24	-5.91111111	-42.7186111	TRUE
18	23	-5.91111111	-42.7186111	TRUE
19	22	-5.91111111	-42.7186111	TRUE
20	21	-5.91111111	-42.7186111	TRUE
21	22	-5.91111111	-42.7186111	TRUE
22	24	-5.91111111	-42.7186111	TRUE
23	26	-5.91111111	-42.7186111	TRUE
24	28	-5.91111111	-42.7186111	TRUE
1	39	-5.07388888	-42.80694444	TRUE
2	43	-5.07388888	-42.80694444	TRUE
3	49	-5.07388888	-42.80694444	TRUE
4	58	-5.07388888	-42.80694444	TRUE
5	60	-5.07388888	-42.80694444	TRUE
6	65	-5.07388888	-42.80694444	TRUE
7	67	-5.07388888	-42.80694444	TRUE
8	71	-5.07388888	-42.80694444	TRUE
9	74	-5.07388888	-42.80694444	TRUE
10	76	-5.07388888	-42.80694444	TRUE
11	71	-5.07388888	-42.80694444	TRUE
12	65	-5.07388888	-42.80694444	TRUE
13	52	-5.07388888	-42.80694444	TRUE
14	39	-5.07388888	-42.80694444	TRUE
15	31	-5.07388888	-42.80694444	TRUE
16	28	-5.07388888	-42.80694444	TRUE
17	26	-5.07388888	-42.80694444	TRUE
18	24	-5.07388888	-42.80694444	TRUE
19	23	-5.07388888	-42.80694444	TRUE
20	22	-5.07388888	-42.80694444	TRUE
21	22	-5.07388888	-42.80694444	TRUE
22	26	-5.07388888	-42.80694444	TRUE
23	31	-5.07388888	-42.80694444	TRUE
24	39	-5.07388888	-42.80694444	TRUE
1	36	-10.455	-41.20722222	TRUE
2	46	-10.455	-41.20722222	TRUE
3	58	-10.455	-41.20722222	TRUE
4	64	-10.455	-41.20722222	TRUE
5	67	-10.455	-41.20722222	TRUE
6	69	-10.455	-41.20722222	TRUE
7	70	-10.455	-41.20722222	TRUE
8	71	-10.455	-41.20722222	TRUE
9	70	-10.455	-41.20722222	TRUE
10	68	-10.455	-41.20722222	TRUE
11	67	-10.455	-41.20722222	TRUE
12	60	-10.455	-41.20722222	TRUE
13	49	-10.455	-41.20722222	TRUE
14	41	-10.455	-41.20722222	TRUE
15	36	-10.455	-41.20722222	TRUE
16	33	-10.455	-41.20722222	TRUE
17	27	-10.455	-41.20722222	TRUE
18	24	-10.455	-41.20722222	TRUE
19	23	-10.455	-41.20722222	TRUE
20	24	-10.455	-41.20722222	TRUE
21	25	-10.455	-41.20722222	TRUE
22	27	-10.455	-41.20722222	TRUE
23	29	-10.455	-41.20722222	TRUE
24	32	-10.455	-41.20722222	TRUE
1	27	-8.36472222	-42.25083333	TRUE
2	28	-8.36472222	-42.25083333	TRUE
3	30	-8.36472222	-42.25083333	TRUE
4	32	-8.36472222	-42.25083333	TRUE
5	33	-8.36472222	-42.25083333	TRUE
6	34	-8.36472222	-42.25083333	TRUE
7	37	-8.36472222	-42.25083333	TRUE
8	46	-8.36472222	-42.25083333	TRUE
9	50	-8.36472222	-42.25083333	TRUE
10	53	-8.36472222	-42.25083333	TRUE
11	48	-8.36472222	-42.25083333	TRUE
12	42	-8.36472222	-42.25083333	TRUE
13	35	-8.36472222	-42.25083333	TRUE
14	30	-8.36472222	-42.25083333	TRUE
15	26	-8.36472222	-42.25083333	TRUE
16	23	-8.36472222	-42.25083333	TRUE
17	20	-8.36472222	-42.25083333	TRUE
18	18	-8.36472222	-42.25083333	TRUE
19	17	-8.36472222	-42.25083333	TRUE
20	16	-8.36472222	-42.25083333	TRUE
21	17	-8.36472222	-42.25083333	TRUE
22	19	-8.36472222	-42.25083333	TRUE
23	22	-8.36472222	-42.25083333	TRUE
24	24	-8.36472222	-42.25083333	TRUE
1	34	-11.01999999	-44.52499999	TRUE
2	39	-11.01999999	-44.52499999	TRUE
3	39	-11.01999999	-44.52499999	TRUE
4	28	-11.01999999	-44.52499999	TRUE
5	31	-11.01999999	-44.52499999	TRUE
6	35	-11.01999999	-44.52499999	TRUE
7	40	-11.01999999	-44.52499999	TRUE
8	45	-11.01999999	-44.52499999	TRUE
9	49	-11.01999999	-44.52499999	TRUE
10	49	-11.01999999	-44.52499999	TRUE
11	46	-11.01999999	-44.52499999	TRUE
12	41	-11.01999999	-44.52499999	TRUE
13	36	-11.01999999	-44.52499999	TRUE
14	32	-11.01999999	-44.52499999	TRUE
15	27	-11.01999999	-44.52499999	TRUE
16	25	-11.01999999	-44.52499999	TRUE
17	22	-11.01999999	-44.52499999	TRUE
18	22	-11.01999999	-44.52499999	TRUE
19	21	-11.01999999	-44.52499999	TRUE
20	19	-11.01999999	-44.52499999	TRUE
21	20	-11.01999999	-44.52499999	TRUE
22	22	-11.01999999	-44.52499999	TRUE
23	25	-11.01999999	-44.52499999	TRUE
24	27	-11.01999999	-44.52499999	TRUE
1	44	-11.32888888	-41.86444444	TRUE
2	52	-11.32888888	-41.86444444	TRUE
3	58	-11.32888888	-41.86444444	TRUE
4	65	-11.32888888	-41.86444444	TRUE
5	69	-11.32888888	-41.86444444	TRUE
6	73	-11.32888888	-41.86444444	TRUE
7	76	-11.32888888	-41.86444444	TRUE
8	76	-11.32888888	-41.86444444	TRUE
9	78	-11.32888888	-41.86444444	TRUE
10	78	-11.32888888	-41.86444444	TRUE
11	66	-11.32888888	-41.86444444	TRUE
12	57	-11.32888888	-41.86444444	TRUE
13	51	-11.32888888	-41.86444444	TRUE
14	45	-11.32888888	-41.86444444	TRUE
15	39	-11.32888888	-41.86444444	TRUE
16	35	-11.32888888	-41.86444444	TRUE
